Url,NGO Name,Popular Name,Year of Establishment,GuideStar URL,Full Time Staff,Full Time Volunteers,Brief description,Annual Expenditure (Rs in lacs),Year for Annual Expenditure,Impact,Profile pic,Organisation Website,Email,Telephone/ Mobile number,Correspondence  Address,Cause(s),Nature of Intervention,Beneficairies,Focus,Area of Operation: State,PAN
https://www.givingtuesdayindia.org/ngo-detail/38395,SAI KRUSHNA CHARITABLE TRUST,,2010,https://guidestarindia.org/Summary.aspx?CCReg=10988 ,20,10,"Sai Krushna Charitable Trust's Mission is Helping the needy and less privileged to sustain themselves through better education, better healthcare, better skill sets and better opportunities for employment and livelihood. We successfully run a free school - SAI KRUSHNA VIDYA MANDIR, a free hospital - SAI KRUSHNA AROGYA DHAM, a free children’s home- SAI KRUSHNA MANDIR and conduct skilling programmes for school and college children under the brand of 3H CATALYST. Our next big project under the 3H Catalyst branding involves skilling of government college students.",,,"1. National Prizes for our free school children from ISRO
2. Case study shortlisted among Azim Premji Case Study competition
3. Our Intervention on Peer to Peer Learning was published in the International Journal of Educational Research",,,vinod.cartic@gmail.com,91-9663222362,"S. No. 93/1, Sai Krushna Mandir,
Hosadoddi Village, Off Kanakapura Main Road, Bolare Post    Bengaluru (Bangalore) Urban, 
Bangalore, Karnataka  560082","Children, Education, Healthcare, Livelihoods",Direct service,"Chronically Ill, Students",Rural & Urban,All India,AAJTS8580J
https://www.givingtuesdayindia.org/ngo-detail/14654,SAINT JOHN BOSCO EDUCATIONAL TRUST,INSTITUTE FOR INTEGRATED EDUCATIONAL RESEARCH AND DEVELOPMENT . IIERD,2000,https://guidestarindia.org/Summary.aspx?CCReg=5922 ,,,"St.John Bosco Educational Trust , Rged . 1990
Vision :
To provide employment opportunities Educate and Train 5000 unemployed women and youths schooldropouts to become employable skill Trained by 2020.
Mission :
ThroughITIs,Polytechniques , open schooling , TeacherTrainingInstitute , skill development centers , Government , NGOs to be the tools to Train .
MainObjectives of the Trust :
‚Ä¢ To promote educationally backward rural woman and youths particularly the weaker section.
‚Ä¢ To abolish caste , creed , race religious differences among the youths.
‚Ä¢ To bring up understanding and co operation among youths of various region and language .
‚Ä¢ To improve quality living condition , cleanliness in living places by improving better health and environment.
‚Ä¢ To give awareness to the youths through education to respect each other religionand caste.
‚Ä¢ To establish educational Institutions , Training center skill development centers to become employable skill Trained.
‚Ä¢ To give importance to women , house wives school dropout and the minorities to train to have self employment.
‚Ä¢ To establish sports academic centers to train and participate in national and international sports.
‚Ä¢ To have MOU with Govt , Non-Govt ,NGOsto get new techniques to update the knowledge .
‚Ä¢ To create love and tolerance among the Indian citizens.
‚Ä¢ Awarenessto bring up national Integration , national sprit , respect to the national leaders . 
‚Ä¢ To improve potential human resources for skilling the nation for the prosperity development , growth and peace in India.
‚Ä¢ Respect to constitution , Respect religion , Respect national Integrity , Respect tradition , Sovegionity , adult franchise , Parliament , Judicial bearocrocy.
‚Ä¢ Educate the youths to abolish corruption , dowry , Child marriage .
‚Ä¢ Toreach the unreached ruralPoor , 1st Generation learners to get a chanceto educated invarious skill developments to get employed self employed .
‚Ä¢ Skill training for physically , mentioned challenged .
‚Ä¢ To have and care homes for aged physically challenged and Abandend
‚Ä¢ Children and youths.
‚Ä¢ To get donations funds , Sponsors , contributionfrom Govts , NGOs, NGOs Individuals and Corporate for Initiations / Centers to buy equipment , Materials constructions , Transport , maintenance andsalary to staff . Scholarships for students from school to universities .",,,,,http://www.sjbedninstitute.com,st.johnbosco1990@gmail.com,,"No . 2 , St. John Bosco Educational Institutional Campus .,
T . V Malai Road Institutional Campus , Kandachipuram .    Viluppuram, 
Villupuram, Tamil Nadu  605701","Children, Education, Environment, Healthcare, Livelihoods, Women, Youth, Sports",Direct service,Adolescents,Rural,Tamil Nadu,AAATJ6388C
https://www.givingtuesdayindia.org/ngo-detail/21595,SAJAR HEALTH EDUCATIONAL AND CHARITABLE TRUST,,2008,https://guidestarindia.org/Summary.aspx?CCReg=10301 ,,,"Sajar health educational and charitable trust headquartered in Madurai, Tamil nadu rendering services in field of health, skill training, wen upliftment since23/7/2008.",,,,,http://sajartrust.com,sajartrust@gmail.com,91-9994999493,"52, Vaigai Street, Velmurugan Nagar, Bypass Road,
    Madurai, 
Madurai, Tamil Nadu  625010","Education, Healthcare, Livelihoods",Direct service,"Accident Victims, Chronically Ill, Orphans, Elderly, Girl Child, Adolescents, Medical Practioners, HIV+, Adults, Students, Patients, Youth, Tribals, Mentally Challenged, Women, Healthcare Workers, Farmers / Farm Labourers",Rural & Urban,,AAMTS6805M
https://www.givingtuesdayindia.org/ngo-detail/9638,SAKET MAHILA SAMAJOTTHAN SHILP EVAM GRAMUDYOG SANSthan,SAKET SANSTHAN,1992,https://guidestarindia.org/Summary.aspx?CCReg=2360 ,12,10,"THE ORGANIZATION WORKS ON EDUCATION , HEALTH, RURAL DEVELOPMENT & WOMEN EMPOWERMENT.
THERE ARE 32 PEOPLE ACTIVELY WORKING IN THIS ORGANIZATION.",,,"Saket Sansthan working on some core issues like-
ÔÇßHealth &Education,
ÔÇßViolence Against Women,
ÔÇßWomen Empowerment,
ÔÇßEmpowerment of PRIs,
ÔÇßRural entrepreneurship development",,,saketorg@rediffmail.com,91-9415836438,"VILL- BHARTAHI,,
POST- SAMENDA,    Azamgarh, 
Azamgarh, Uttar Pradesh  276128","Education, Healthcare, Women","Network, Support, Advocacy & Campaigning","Adolescents, Adults, Children, Dalits, Domestic Workers, Elderly, Factory Workers, Farmers / Farm Labourers, Girl Child, Healthcare Workers, HIV+, Legal Workers, Mentally Challenged, Organ Donors, Plants, Rural Poor, Street Children, Students, Tribals, Urban poor, Women, Youth, NGOs",Rural & Urban,BiharMadhya PradeshUttar PradeshUttarakhand,AAGTS7445F
https://www.givingtuesdayindia.org/ngo-detail/7400,Salaam Bombay Foundation,SBF,2002,https://guidestarindia.org/Summary.aspx?CCReg=1190 ,56,1,"Salaam Bombay Foundation (SBF) believes that “A child in school has a future”, and it is with this mission that the Foundation began its operations in 2002. Salaam Bombay initiates and commits to empower India’s most vulnerable children to stay in school and make the right choices for health, education and livelihood. Since its inception, Salaam Bombay Foundation has reached more than 530,000 children aged 11 to 17 years in 262 public schools across Mumbai, out of which more than 250,000 girls have been impacted through our programs as on April 2017.",,,,,http://salaambombay.org,aditi@salaambombay.org,,"1st Floor, Nirmal Building,
Nariman Point.    Mumbai City, 
Mumbai, Maharashtra  400021","Children, Education, Healthcare, Livelihoods","Direct service, Network, Support, Advocacy & Campaigning","Children, Students, Teachers, Urban poor, Youth",Rural & Urban,Maharashtra,AAGCS3850B
https://www.givingtuesdayindia.org/ngo-detail/5561,Samaritan Help Mission,SHM,2001,https://guidestarindia.org/Summary.aspx?CCReg=216 ,231,49,"Samaritan Help Mission (acronym SHM), a secular non-profit organization, is working in the slums of Tikiapara under Howrah MNC for last one decade against all the negative social aspects with the objective to build awareness and empower the underprivileged, especially children, girls and women, while generating employment opportunities through quality formal education, skill development trainings and proper healthcare services. SHM aims to provide long term solutions to improve the living standards within the underprivileged slums of Howrah city which includes education and healthcare, and skills necessary to transform them into responsible citizens. The approaches are centered on building in healthy and self-sufficient communities.",,,,,http://www.samaritanhelpmission.org,mamoon@samaritanhelpmission.org,91-9836777600,"127 Noor Mohammed Munshi Lane,
    Howrah, 
Howrah, West Bengal  711101","Children, Education, Healthcare, Livelihoods, Women",,,,,AABAS5791E
https://www.givingtuesdayindia.org/ngo-detail/6007,Samarthanam,Samarthanam Trust for the Disabled,1997,https://guidestarindia.org/Summary.aspx?CCReg=447 ,478,,"Samarthanam is involved in empowering the disabled and the underprivileged through developmental initiatives focusing on educational, social, economic, cultural and technological aspects. The Trust is working to support the visually impaired , disabled and underprivileged to keep in pace with the society by providing quality education, accommodation, nutritious food, vocational training, placement based rehabilitation to achieve personal independence. Our priorities are disability advocacy, education, livelihood for the disabled, capacity building, accessibility and environment in order to create an inclusive society free from discrimination",,,"‚ÄövÑv?‚àövë¬¨¬¢Best Institute Award working in the field of Disability, Tamil Nadu 2018
‚ÄövÑv?‚àövë¬¨¬¢Mahantesh GK, Founder Managing Trustee of Samarthanam, has been honored with the CavinKare Ability Award for Eminence 2018
‚ÄövÑv?‚àövë¬¨¬¢State award for Best Institution in the field of disability, Andhra Pradesh- 2017
‚ÄövÑv?‚àövë¬¨¬¢National award in the best institution category, 2017.
‚ÄövÑv?‚àövë¬¨¬¢Kempegowda award for social service 2016.
‚ÄövÑv?‚àövë¬¨¬¢NASSCOM Social Innovation award for use of technology in skilling persons with disability 2016
‚ÄövÑv?‚àövë¬¨¬¢ITC WOW Samarthanam Team BTM Ward Is Being Felicitated With The Ratnam International Award 2016, For Ngo Excellence Services Presented By‚ÄövÑv?‚àövë‚àö‚à´‚ÄövÑv?‚àövë‚àöœÄChild Relief And We""",,http://www.samarthanam.org,mahantesh@samarthanam.org,,"CA:39, 15th Cross,16th Main,,
Sector -4, HSR Layout,    Bengaluru (Bangalore) Urban, 
Bangalore, Karnataka  560102","Disabled, Education, Environment, Livelihoods, Advocacy",Direct service,"Children, Displaced Persons, Women",Rural & Urban,Karnataka,AAATS6567N
https://www.givingtuesdayindia.org/ngo-detail/38456,Samarthya,,2013,https://guidestarindia.org/Summary.aspx?CCReg=11074 ,35,22,"SAMARTHYA is one of the first development organisations to undertake CBRD (Community-based Rehabilitation- Disabled) interventions in Karnataka. It also works, where possible,to integrate CBRD as a mainstream intervention.
Samarthya was initiated as a resource group for PWDs by SAMUHA in 1989. Samarthya is now an independent legal entity.
Samarthya currently runs three different centres in the districts of Koppal and Raichur and an outreach Community-based service coveringthe five Hyderabad Karnataka districts, while Samarthya services are accessed by PWD from across North Karnataka.",3776029,FY 2017-18,"Samarthya has a steady impact on the community of PWD every year.
In 2018, 2569 PWD were impacted in 771 villages across Koppal District.",,http://www.samarthya.org,mail@samarthya.org,,"Samarthya, Near feenicks Petrol Bunk, Kushtagi road, Koppal, 583231 Karnataka,
Samarthya, Near feenicks Petrol Bunk, Kushtagi road, Koppal, 583231 Karnataka    Koppal, 
Koppal, Karnataka  583231","Disabled, Healthcare",Support,"Children, Physically Challenged",Rural & Urban,Karnataka,AAOTS2603R
https://www.givingtuesdayindia.org/ngo-detail/22157,SAMARTHYAM,"SAMARTHYAM, NATIONAL CENTRE FOR ACCESSIBLE ENVIRONMENTS",2001,https://guidestarindia.org/Summary.aspx?CCReg=6765 ,,,"Samarthyam is a civil society and research organization founded by persons with disabilities in 1994 and registered in 2001. Samarthyam is accredited by United Nations Economic and Social Council (ECOSOC).We are currently working in five countries of Asia Pacific Region- India, Bangladesh, Nepal, Sri Lanka and Philippines.
Under its Project ‚ÄúNational Centre for Accessible Environments‚Äù, it evaluates, develops, and promotes universal accessibility in built & outdoor environments, transportation systems, information communication technology and products.",,,,,http://samarthyam.com,samarthyamindia@gmail.com,91-9810558321,"B-181, MANSAROVAR GARDEN,
    West Delhi, 
NEW DELHI, Delhi  110015","Disabled, Environment",Direct service,"Adolescents, Adults, Youth, Women",Rural & Urban,,AAETS3245F
https://www.givingtuesdayindia.org/ngo-detail/20659,"Samast Mahajan, Ahmedabad",,2002,https://guidestarindia.org/Summary.aspx?CCReg=9655 ,25,,"Samast Mahajan, established in August 2002, and registered under the Charitable Trust Act has been tirelessly working for more than 13 years towards various causes like social, environmental, humanitarian and compassion towards animals and birds.",,,,https://www.givingtuesdayindia.org/civicrm/file/imagefile?id=755&eid=20659&fcs=dfd119aed21a9e9ee97ec08ab2a76b0c2e9243816c30e53f534d5dcaabd2e4dd_1575213430_168#,http://www.samastmahajan.org,info@samastmahajan.org,,,Environment,"Support, Direct service, Grant-making","Homeless, Animal Lovers, Disaster Affected, Animals / Birds, NGOs, Farmers / Farm Labourers",Rural & Urban,All India,AACTS8530R
https://www.givingtuesdayindia.org/ngo-detail/38211,Samata Magasvargiya Vikas Mandal,SMVM,1984,https://guidestarindia.org/Summary.aspx?CCReg=10715 ,3,,"Samata Magas Vargiya Vikas Mandal is located in Nanded, Maharashtra.",,,,,,smvmsk17@gmail.com,91-8007927250,"Sunil Surykant Pallewad At. Post.Shekapur Tq.Kandhar,
    Nanded, 
Kandhar, Maharashtra  431714",Education,Direct service,Students,Rural & Urban,Maharashtra,AAGTS8039R
https://www.givingtuesdayindia.org/ngo-detail/6960,Sambhali Trust,Women Empowerment Project,2007,https://guidestarindia.org/Summary.aspx?CCReg=937 ,,,"Sambhali Trust is a non-profit, grass-roots womens empowerment organization in Jodhpur, Rajasthan. We work almost exclusively with Dalit women and girls, teaching our members how to become independent and self-sustained through education and vocational training.",,,,,http://sambhali-trust.org,info@sambhali-trust.org,91-9828089293,"1 Setrawa House, Old Public Park Lane,
Near K.N.College for Women, Raikabagh    Jodhpur, 
Jodhpur, Rajasthan  342001","Education, Livelihoods, Women","Support, Direct service","Urban poor, Children, Girl Child, Adolescents, Dalits, Adults, Rural Poor, Women",Rural & Urban,Rajasthan,AAGTS4253B
https://www.givingtuesdayindia.org/ngo-detail/5336,SAMPARC (Social Action for Manpower Creation),SAMPARC,1990,https://guidestarindia.org/Summary.aspx?CCReg=101 ,230,,"Social Action for Manpower Creation-SAMPARC is a non-profit making Public Charitable Society and Trust in India, established in the year 1990 for the rehabilitation , care and educational development of orphan children, children of socially victim women and all other needy, poor and disadvantaged children.
SAMPARC is working in the States of Maharashtra, Rajasthan, West Bengal and Uttar Pradesh. SAMPARC is imparting its service since 29 years for child care, education and rehabilitation through Children‚Äôs Home, Education to poor children through Community Education Support Program, Skill development to rural school dropouts through Industrial Training Centre and Vocational Training Centre; Schools, Junior College with hostel facility for poor, rural & tribal students; Medical Centre & Mobile Medical Unit for the rural poor; Women empowerment and Entrepreneurship development activities for income generation for rural women; development of Tribal families through Livelihood support program and education support program to tribal children and Counselling services to children and Women.",,,,,https://samparc.org/,samparc6@gmail.com,91-9890707737,"9, Varad Apartment,
292, Yashwantnagar, Talegaon Dabhade    Pune, 
Pune, Maharashtra  410507","Children, Education, Healthcare, Livelihoods, Women",Direct service,"Children, Girl Child, Orphans, Rural Poor, Street Children, Students, Tribals, Women, Youth",,MaharashtraRajasthanWest BengalGujarat,AAATS4406L
https://www.givingtuesdayindia.org/ngo-detail/38488,Samskrita Bharati (Karnataka) Trust,SAMSKRITA BHARATI,1996,https://guidestarindia.org/Summary.aspx?CCReg=11119 ,30,147,"Promote Samskritam as an everyday language and provide access to its rich and diverse repository of knowledge.
• Promote Samskritam in spoken and written forms among people of all ages in an interactive, fun, immersive and engaging environment.
• Improve Samskritam teaching techniques and create instructional aids in multitude of media to make learning an easy and rewarding experience.
• Organize lectures, camps, competitions and other programs to complement and enhance learning.
• Bring to light existing Samskritam literature and publish books and create audiovisual and other media content to enhance the
modern literary world of Samskritam.
• Facilitate study and research in various knowledge systems available in Samskritam.",,,,,http://www.samskritabharati.in,samskritabharati@outlook.com,91-7353768933,"812/A AKSHARAM VIII CROSS,
II PHASE GIRINAGAR    Bengaluru (Bangalore) Urban, 
BANGALORE, Karnataka  560085","Environment, Sports","Support, Network, Direct service","Urban poor, Elderly, Adolescents, Adults, Students, Teachers, Volunteers, Rural Poor, Youth, Women",Rural & Urban,,AABTS8232R
https://www.givingtuesdayindia.org/ngo-detail/11708,SAMTA JAN KALYAN SAMITI,SJKS,2001,https://guidestarindia.org/Summary.aspx?CCReg=3605 ,49,80,"Organizational Profile:
1. ORGANIZATIONAL DETAILS:
Name: Samta Jan Kalyan Samiti (SJKS)
Address: W/No 43, Near Buddha Vihars, Basantpur,
Rajnandgaon, Chhattisgarh 491441
Field Office: Adiwasi Shishu Mandir
Village & Post: Kothitola, Block-Dongargraph
Dist: Rajnandgaon, Chhattisgarh
Contact No:09827482847, and 8959877191
Fax: 07744-407069
E-mail: samtajanks@yahoo.co.in, samtajanks@gmail.com, and asvmkothitola@in.com
Legal Status and identity: Samta jan kalyan samiti is registered on 31-12-2001under society registration Act 1973 and Organization registration number is 827/2001. FCRA Registration number is 327530016 applied on 12-08-2010, 80G is effective from 01-04-2011, and 12A is effective from 2",,,,,http://samtarjn.org,samtajanks@gmail.com,91-9827482847,"W/No. 43,
Near budhha Vihar's Basantpur    Rajnandgaon, 
Rajnandgaon, Chhattisgarh  491441",,"Advocacy & Campaigning, Direct service","Children, Rural Poor, Migrants, Farmers / Farm Labourers",Rural & Urban,Chhattisgarh,AACAS4707P
https://www.givingtuesdayindia.org/ngo-detail/7200,Samuel Foundation Charitable India Trust,,1993,https://guidestarindia.org/Summary.aspx?CCReg=1083 ,14,,"The Samuel Foundation Charitable India Trust is the Indian chapter of the Germany based multi-national NGO Hedwig und Robert Samuel Stiftung working in Central America, Europe and Asia. It is legally registered in India as a Trust. In India it has been working since 1993. ‚ÄúGive Youth a Chance ‚Äì Care and Education against Poverty‚Äù is the slogan which summarizes Foundation‚Äôs vision. Foundation is actively involved in poverty reduction by providing skill development among the underprivileged youth. The overriding target of the Foundation's work is to help people in need, not only quickly, but in a sustained manner. The target group of students is drawn from families of deprived backgrounds. The project is intended to increase our students‚Äô sense of self-determination, self-sufficiency and autonomy. Through this, they are prepared by the Foundation to pursue their professional lives independently. In a study conducted by GTZ, the Foundation has been ranked among the top three organizations in India in terms of vocational training and job placements.",,,,,http://www.samuel.de,samuel-india@samuel.de,91-9971832007,"M.C.D Community Centre,
    New Delhi, 
New Delhi, Delhi  110027","Education, Livelihoods, Youth",Direct service,"Urban poor, Youth",Urban,,AAATS3779G
https://www.givingtuesdayindia.org/ngo-detail/6011,SAMUHA,SAMUHA,1986,https://guidestarindia.org/Summary.aspx?CCReg=449 ,145,3,"SAMUHA is a development organization that works primarily in the South Indian state of Karnataka.
SAMUHA‚ÄövÑv?‚àövë‚àö¬•s Goal is to improve the Quality of Life of Vulnerable People within defined periods of time.
While recognizing that the poor are, by definition, vulnerable, SAMUHA looks at their degree of vulnerability in a given context as a key factor in deciding whether and when to intervene. SAMUHA‚ÄövÑv?‚àövë‚àö¬•s work focuses on: Children, Women, People with disabilities, People living in rain-fed, agricultural economies, People with Distinct Cultural Identities, The Digitally Disadvantaged.
The core of SAMUHA‚ÄövÑv?‚àövë‚àö¬•s operational areas are presently focused around 90,000 households in over 500 villages and hamlets in the Raichur and Koppal districts in North Karnataka. The 500 villages are clustered around 12 Hoblis ‚ÄövÑv?‚àövë‚àö¬® sub-taluk units equivalent to a revenue Circle and comprising of an average of 7 Gram Panchayats and 50 villages and hamlets.",,,,,http://www.samuha.org,ns@samuha.org,,"Vithalapur Road,
Kanakagiri    Koppal, 
Gangavathi Taluk, Karnataka  584119","Children, Disabled, Women",Direct service,"Physically Challenged, Women",Rural & Urban,Karnataka,AAATS5327C
https://www.givingtuesdayindia.org/ngo-detail/16831,SAMUHIK UTTHAN SEWA SAMITI,,2010,https://guidestarindia.org/Summary.aspx?CCReg=7353 ,6,2,"Samuhik Utthan Sewa Samiti is a NonProfit Organization . It is registered underSociety Registration Act 1860. We are specially working in WomenEmpowerment , Rural Development , Spreading awareness, Healthcare, providing Self Employment , De addiction, Value Based Education, Against Child Labour,introducenew technologies to society .our organization is committed to uplift the weaker part of the society .",,,,,http://www.sewasamiti.ngo,contact@sewasamitingo.org,91-9795013869,"153,
SANJAY GANDHI NAGAR NAUBASTA    Kanpur Nagar, 
KANPUR, Uttar Pradesh  208021","Children, Education, Healthcare, Women","Advocacy & Campaigning, Support, Direct service","Children, Adults, Youth, Women",Rural & Urban,Uttar Pradesh,AALTS3422K
https://www.givingtuesdayindia.org/ngo-detail/14873,Samvedana Trust,Samvedana,1995,https://guidestarindia.org/Summary.aspx?CCReg=6080 ,75,10,"Samvedana since 2003, has been committed to giving meaning and purpose to the lives of underprivileged children by providing them with quality education (formal/vocational) through the schools and rural centers run by us.
Currently Samvedana through its 7 different initiatives touches the lives of over 4500 children annually. Along with academics, we have initiated steps for grooming the life of these children; eventually working towards modifying lives.",,,"- Reached to 4500 beneficiaries annually and 50000 in last 11 years.
- Successfully imparting education to 240 children in rural areas through 5 schools
- Our youth and women's vocational programme - ""Udgreev"" exhibited its products at Singapore - Indian Bazaar exhibition",,http://www.samvedana.org.in,info@samvedana.org.in,91-9099923530,"3rd, Swami Vivekanand Institute, Bh. Shivam Apartments,,
Nr. Akhbarnagar Circle, Akhbarnagar    Ahmedabad, 
Ahmedabad, Gujarat  380013",Education,Direct service,"Urban poor, Children, Orphans, Girl Child, Adolescents, Rural Poor, Youth, Women",Rural & Urban,Gujarat,AAETS6063K
https://www.givingtuesdayindia.org/ngo-detail/15346,SANDESHKHALI MAA SARODA WOMEN & RURAL WELFARE SOCIETY,SMSWRWS,2012,https://guidestarindia.org/Summary.aspx?CCReg=6380 ,9,20,"Inspired with the Ideology of Ma Saroda, We some benevolent people have been involved and engaged in doing welfare to the poor women and young girl in Aila affected Sundarban area since 2009 by giving them various skill development training so that they can earn their bread.",,FY 2019-20,,,http://www.masaroda.org,masaroda2009@gmail.com,91-9732549110,"VILL-CHHOTOJIRAKEPUR,P.O-BASIRHAT(RS),DIST-NORTH-24PARGANAS.PIN-743411.,
VILL+P.O.-BERMAJUR,P.S.-SANDESHKHALI.,DIST-NORTH24PARGANAS,PIN-743442    North 24 Parganas, 
BASIRHAT, West Bengal  743411","Livelihoods, Women","Direct service, Network, Support, Advocacy & Campaigning, Grant-making, Intermediary","Adolescents, Adults, Children, Commercial Sex Workers, Disaster Affected, Domestic Workers, Elderly, Farmers / Farm Labourers, Girl Child, Healthcare Workers, Homeless, Mentally Challenged, Migrants, Plants, Rickshawallahs / Drivers, Rural Poor, Slum Dwellers, Sportspersons, Street Children, Students, Teachers, Tribals, Urban poor, Volunteers, Women, Youth, NGOs",Rural & Urban,West Bengal,AAJAS1485R
https://www.givingtuesdayindia.org/ngo-detail/8453,Sanga Mithra Development Association,SAMIDA,2001,https://guidestarindia.org/Summary.aspx?CCReg=1739 ,25,30,"Sanga Mithra Development Association (SAMIDA) is a development support organization is a legal entity registered under societies registration act in 2001 in Visakhapatnam working for the poor and disadvantaged communities in Visakhapatnam, Vizianagaram, and East Godavari in Andhra Pradesh & Hyderabad in Telanganafor certain specific operational projects like Agri based livelihoods, Skill based livelihoods, Health, migrants, fisher folk, caravans etc. and undertakes value added constructive programs in debility and facilitating the DAP to counter the natural infirmities and in general for poverty eradication, food security, rights to the children, adolescents, farmers, youth by encouraging moral, cultural, educational, social and economic well‚Äìbeing of the society, standards of living through collective volunteerism",,,"Name of the AgencyPurpose of the activity
Mainstreaming of drop out school children. Mainstreamed over 550 out of school children to schools after training them in the Residential bridge course & Residential Special Training centers in Butchayyapeta, Ravikamatham, Rolugunta & Nakkapalli Mandals in Visakhapatnam District.
RGVN has been supporting SAMIDA for a long period under their approach of ‚ÄúPromote-Support-Develop‚Äù.Women & Youth income development initiatives under Income generation Project for the Livelihoods promotion among rural women. & Promote vegetable cluster through the 500 women vegetable producers under ‚ÄúSustainable Livelihoods Enhancement & Enterprise promotion‚Äù project.
National Environmental Awareness Champaign in the target area under Environmental Protection activities.
Department of Youth Welfare - Govt of Andhra PradeshYouth development camps and knowledge centers promotion in the target area with the support of the Department of Youth Welfare Govt of Andhra Pradesh.
Nutrition food supply to HIV Positive children (2 to 14 years) and referral services & ART support services. 
Promoting a mini cluster of Textile & Zari Workers in Hyderabad, Andhra Pradesh 
Building Community Resilience for Realizing Rights and Entitlements for Sustainable Livelihoods among Fisher Folk in India through Civil Society Organizations in coastal area of Andhra Pradesh
District Medical and Health Department- Govt of Andhra PradeshSurvey of HIV Positive children (2 to 14 years) for nutrition food supply and referral services & ART support services
Target Intervention (TI) project with FSW-MSM (Core composite) 10mandals in Visakhapatnam District rural.
A Pilot study, situational assessment and rehabilitation strategies and awareness pooling up on Mental Health inBobbili & Cheepuripalli Mandals in Vizianagaram District 
Awareness on Environment protectionthrough the Dust pickers cooperative societyin AnakapalliMunicipality 
Technology Interventions to Vegetable Farmers Organizations. With the support of American Consulate General.
Facilitate the GO-NGO data base in the costal districts of Andhra Pradesh.
Awareness to MGNREGA and Capacity building activities to the wage seekers in 129 Grama Panchayats in Visakhapatnam District with the support of Department of Rural Development Govt. of Andhra Pradesh.
Awareness on Total Sanitation Campaign and construction to the ISLs and proper usage of the ISLs in Payakaraopeta Constancy. 
National Child Labor Eradication Project, Ministry of Labor Welfare Govt of India.Child Labor eradication and mainstream and skill development project. In this project we are identified 135 child labor children and main stream in different Govt hostels and institutions.
Awareness on the Immunization activities in the tribal areas.
Skill trainings to Under privilege Youth in Visakhapatnam District for placement in employment &self-employment entrepreneur support for their financial sustainability.",https://www.givingtuesdayindia.org/civicrm/file/imagefile?id=747&eid=8453&fcs=23d65cb1596ff60ab11a6d259c5d1252836832f9e38fe26894e816882d0e1583_1575213451_168#,http://www.samida.org,samidango@gmail.com,91-9618355721,,"Children, Education, Healthcare, Livelihoods, Youth","Intermediary, Advocacy & Campaigning, Support, Network, Direct service, Grant-making","Urban poor, Children, Domestic Workers, Elderly, Commercial Sex Workers, Girl Child, Street Children, Dalits, Disaster Affected, HIV+, Adults, Students, Weavers, Teachers, Artisans, Rural Poor, Youth, Migrants, Tribals, Women, Healthcare Workers, Farmers / Farm Labourers",Rural & Urban,Andhra Pradesh,AADTS4810P
https://www.givingtuesdayindia.org/ngo-detail/21779,SANGAMA,,2001,https://guidestarindia.org/Summary.aspx?CCReg=10425 ,,,"Sangama is a human rights organisation that works primarily with sexuality minorities,sex workersand People Living with HIV.",,,,,http://sangama.org,sangama@sangama.org,91-9972903460,"No 05, 4th Cross,Teachers Colony, Boopasandra Road,RMV 2nd Stage,
    Bengaluru (Bangalore) Urban, 
Bangalore, Karnataka  560094",Advocacy,"Advocacy & Campaigning, Support, Direct service, Grant-making","Commercial Sex Workers, HIV+, Lesbian / Gays / Bisexuals / Transgender",Rural & Urban,,AADTS1936Q
https://www.givingtuesdayindia.org/ngo-detail/6938,Sangeeta Darvekar Charitable Trust,SDC Trust,2003,https://guidestarindia.org/Summary.aspx?CCReg=926 ,1,,"Curtailing school dropouts in the tribal schools is our priority. Distributing cycles is one of the means.
GuideStar India url is http://www.guidestarindia.org/Summary.aspx?CCReg=926
our website url is http://www.sdctrust.org",1028865,FY 2019-20,"Distributed 529 cycles to the tribal children at Gholwad, Taluka Dahanu, District Thane, Maharashtra State. The tribal students studying in secondary school after 8th standard and for college have to travel long distance to reach the school/college. The bus service is sketchy in those interior villages n hence they have to either walk or take an auto rickshaw to reach. Walking 5-10 km to reach d school/college is really difficult n a poor tribal shelling our Rs 20-40 per day to travel by auto rickshaws is unfeasible. Hence the dropouts r really high.
2. To tackle this problem cycle was found to be a perfect answer. It virtually costs nothing, is fast enough go cover a distance of 10 km in half an hour n is zero polluting",,http://www.oralcancerawareness.org/,oralcancerawareness@gmail.com,91-9224320230,"602/A, Sealand Tower, Jesal Park,
Near Ashirwad Hospital    Thane, 
Bhayandar East, Maharashtra  401105",Education,"Direct service, Advocacy & Campaigning","Adolescents, Adults, Tribals",Rural,All India,AAETS5936M
