Url,Name,NGO Name,Collected (in $),Target (in $),Donations (in $),Description,Challenge,Solution,Long-Term Impact,Location,Website,Facebook,Twitter
https://www.globalgiving.org/projects/reproductive-health-care-for-tribal-and-rural-poor/,Reproductive Health Care for Tribal and Rural Poor,ROSI foundation(Rural organising for social improvement),2051,17400,38,"Now we are conducting Reproductive health training, Health counseling adolescent girls, motivation in rural and remote area, include on birth control, Anemia testing, STI testing, nutrias and sanitation material provision, cancer screenings, and more. By educating women, personnel hygiene and sanitation, stopping infections, and preventing unplanned pregnancies, these services enable women to manage their health and RCH rights.","Lack of knowledge on sex, sanitation, hygienic, safe sex, unwanted pregnancy, infective disease, Anemia, uterus and breast cancers exist among Tribe, Dalit and rural people. Pregnancy and unsafe abortion is main cause for various health issues for adolescent girls. No condom using, no sex knowledge, no safety and rights on RCH because all are as moral matter under fear and screening.  They are lack of nutrias and so anemia and STD exist. Not going to hospital and health centre.","Motivational training for women and girls, testing and referral to hospital, provision of nutrias and sanitation materials, educational events in school, community village centers, SHGs meeting, forest group meeting, personnel counseling and family counseling. Testing and health service center as camp are being provided in the villages. We are reaching 2000 in first year and can increase in the succeeding year in your support. Insisting for compulsory testing, treatment and delivery in hospital.","Reproductive health services can make a positive impact that reaches across generations. The ability to plan pregnancy is linked to increased education and work opportunities for women and better health for women and babies. However, teen mothers tend to drop out of school, and most families of young unmarried mothers tend to live in poverty. Providing reproductive health services to low income women breaks cycles of poverty by empowering women to manage their health and achieve successful live","Pudukkottai, Tamil Nadu - India",http://www.rosifoundation.in,https://www.facebook.com/arumugam.shenbagam,https://twitter.com/rosifoundation
https://www.globalgiving.org/projects/safe-pregnancy-and-delivery-for-500poor-women-in-india/,Safe Pregnancy for 200 Poor Women in India,Hindustan Latex Family Planning Promotion Trust,15398,20000,146,"The project will provide much needed healthcare for 200 poor pregnant women in Uttar Pradesh to enable them to deliver healthy babies under medical supervision. By contributing as little as $10, you can become a part of a poor woman's birth story.","In India every 8 minute a woman dies during pregnancy & childbirth.Sadly these deaths are largely preventable as are mainly due to poor access to health services.There is lack of hospitals to provide pregnancy care & safe delivery services at affordable price.So pregnant women from poor communities are deprived of basic tests, medicine &nutrition, putting their &their baby lives at risk. HLFPPT is working towards addressing this problem through its network of Hospitals called Merrygold Hospitals","HLFPPT has partnered with 300 hospitals to provide safe pregnancy and delivery facilities to poor women. This includes medical checkups, counseling support, medicines, tests, nutritional supplements, delivery care etc. More than 500,000 women have availed services through HLFPPT hospitals.","This project will help prevent needless deaths of mothers by ensuring that at least 500 poor pregnant women are blessed with healthy babies. Given the key role that mothers play in the health of their families, the program will also contribute towards improving the overall quality of healthcare in the state-starting with one mother-baby pair at a time.","Noida, Uttar Pradesh - India",http://www.hlfppt.org,https://www.facebook.com/hlfppt,
https://www.globalgiving.org/projects/world10krun/,Support U&I at the World 10K Run,U&I,27978,30000,220,"U&I helps educate and inspire 1500 underprivileged children across 13 cities in India. We work one on one with these children,  motivate students to stay in school, and provide a community that encourages them to work toward their dreams. The World 10K Run is Bangalore's premier running event with over 25,000 participants. U&I is running to spread awareness and raise funds to help educate over 1500 underprivileged children across India. Give these children the opportunity to succeed","While enrollment in government schools in India is high, quality of education is a huge problem. Substandard teaching and lack of personal attention leads to an inability to cope with the curriculum. Often, the teacher-student ratio is as high as 1:60. This results in an extremely high dropout rate - 58% of children don't complete elementary school and by high school, that statistic rises to 90%. Children lack the motivation and help to continue school.","U&I leverages the power of trained volunteers to tutor 1500 underprivileged children in 33 Learning Centers in 13 cities across India. Thanks to a robust volunteer database we provide an incredibly low tutor-student ratio of 1:3. The children receive personalized attention through which learning is maximized. Thanks to our academic coaching in Math, Science, Social Studies and English, 100% of the children we tutored in the last two years passed their final exams and moved to the next grade.","U&I gives the children the skills and motivation to continue their studies. Statistics show that with every grade the student passes, their chances for better employment increases substantially. Research also shows that being able to speak English well increases a student's future employability by 400%. This will help break the cycle of poverty and give the next generation an appreciation for the value of education.","Bangalore, Karnataka - India",http://www.uandi.org.in,https://www.facebook.com/uandi.org.in,https://twitter.com/uandi_tweet
https://www.globalgiving.org/projects/train-indias-next-generation-of-health-leaders/,Train 200 Indian teen girls as peer health leaders,"Adolescent Health Champions, Inc.",10981,15000,88,"Gender inequality is widespread in India and impacts the health and educational outcomes of its 120 million adolescent girls. This project will first train 200 Indian teen girls as peer health educators, or &quote;Champions,&quote; in 10 low-income schools in Mumbai, India. These Champions will then provide 1,000 of their classmates with the critical health education and support they need to thrive in adolescence, covering topics like menstruation, mental health, sexual & reproductive health, and nutrition.","India has the world's largest adolescent population, which includes 120 million teen girls. Gender inequality impacts the health of millions of these girls. Due to societal, cultural, and religious taboos, the comprehensive adolescent health education required to overcome these challenges is often poorly taught or completely missing during a girl's in-school education. As a result, females suffer an unacceptable burden of health and educational consequences in adolescence and into adulthood.","Through our flagship program, Girls Health Champions, we use an innovative, proven peer education model to cultivate a network of youth health educators (&quot;Champions&quot;) in low-income schools across Mumbai, India. We capitalize on the innate voice and leadership potential of our Champions, empowering these promising youth as central actors in their own health and wellbeing. Our Champions lead the educational process and share crucial health information in their schools and in their communities.","This project will train a network of 200 Indian teenage girls as emerging health leaders. These Champions will then provide essential health education to 1,000 teen girls across 10 low-income schools in Mumbai, India in health topics that matter most to adolescent females, including menstruation, mental health, sexual & reproductive health, and nutrition & anemia. By leading the educational process in-school, our Champions can catalyze positive health outcomes for themselves and their peers.","San Francisco, CA - USA",http://www.girlshealthchampions.org,https://www.facebook.com/GirlsHealthChampionsGlobal,https://twitter.com/girlshlthchamps
https://www.globalgiving.org/projects/support-a-child-for-high-school-education-in-india/,Support a Child for High School Education in India,Muni Seva Ashram,8041,92250,121,"Located in a small village of a tribal belt of Gujarat, Vivekanand School of Muni Seva Ashram provides free high school education in an exemplary residential setting.  It provides tribal students with a learning environment, nutritious hygienic food, & quality education. With a nurturing & holistic approach to education, the school has transformed lives of more than 3000 children in 25 years and continues to do so. You can sponsor a child (education, stay and food) for less than $1.25 per day.","Most schools in rural India are government run. Though they provide free education, the quality of education is poor. More than 30% of tribal children drop out of high school in Gujarat.  Domestic and economic pressures to work and the lack of quality education are major reasons for a high drop-out rate. These children find it difficult to compete with their urban counterparts. Without proper jobs, they continue to live in the vicious cycle of poverty.","Quality education is the only way out of poverty for children in rural areas. Vivekanand Vidhyalaya creates a bright future for these children by providing them with quality infrastructure, computers, interactive learning aids, holistic development through extra-curricular activities and nutritious meals in a natural nurturing environment.","Quality education with English and computer literacy and holistic development will enable these children to realize their full potential in any field they choose. This education is the key to lift them out of the vicious cycle of poverty. Sponsoring a child allows you to witness a miracle firsthand, following the child's growth as he or she is nurtured and exposed to the mainstream world.","Vadodara, Gujarat - India",http://www.greenashram.org,,
https://www.globalgiving.org/projects/help-stop-violence-against-dalit-women-in-india/,Stop Violence Against Dalit Women in India,Karuna Trust,1529,5000,26,"This project works to empower Dalit and Tribal women's groups to come together to tackle issues of violence against women in India.  70% of Indian women are victims of domestic violence. Reported rapes increased to 33,707 in 2013. Many more cases go unreported and marital rape is not a criminal offence in India.  Dalit and Adivasi women are particularly vulnerable to violence due to their low social and economic status.","Violence against women is an enduring problem in India. 70% of women are victims of domestic violence. In 2013, reported rapes rose 35% to 33,707. A great number of rape cases go unreported, and marital rape is not a criminal offence in India. In addition to this, Honour killings, female infanticide, and acid attacks are all significant problems in India today.  Dalit (low-caste) and Adivasi (tribal) women are particularly at risk from violence, because of their low economic and social status.","This project helps train and network 12 grassroots women's rights organisations working across 5 states to work on issues affecting women.  Your donation enables these organisations to come together and run 'violence against women' awareness campaigns in their regions. It provides extra resources and training for banners, posters, street plays, workshops, camps, and other activities to empower vulnerable women to stand up to violence.","In the long-term, Karuna's partner organisations are working to empower women and change attitudes in wider society. We have already seen reduced violence against women in some of the villages and slums we have been working in for more than 2 years. This results not only in reduced violence, but also a general increase in the value of women in society as indicated by increased enrolment of girls in school, women able to leave the house and find work, and some even running for village parliament.","London, England - United Kingdom",http://www.karuna.org/,https://www.facebook.com/karuna.org,
https://www.globalgiving.org/projects/documents-from-public-health-centre/,SOCAN (Solution for Cardiac Afflicted Needy),Public Health Centre,15054,30000,86,"Nearly 85% of India's Population cannot afford expensive cardiac surgery.90% of them can become normal with expensive cardiac surgery.SOCAN is a holistic project that  includes Creating Awareness & Camp Detection, Travel & Shelter, Preparation & Performance at Public Health Centre.Impact Study on Individual & Society is by periodic follow-up.Multisource funding supported 300 Cardiac Surgeries.  < Rs 72,000 Annual Income is the eligibility criteria.&quote;Quality care & Accountability&quote; is the Slogan.","In India, 2.5 lakhs/yr babies are born with congenital heart disease.Prevalence of  Rheumatic Valve disease & Ischemic heart disease is 1.5 & 1.98 lakhs respectively. However, the less privileged  cannot afford expensive cardiac surgery.Government hospitals are overcrowded, Private Hospitals,are expensive.Government Insurance Schemes cover only 7 day packages.Parents are daily wage earners & cannot meet the travel & stay expenses near the tertiary centre. Follow-up for Impact Study is impossible","Multi-source funding is the Solution. Public Health centre with FCRA is eligible for funds. Average cost of 1 surgery is $2287.03. $1106.63 is contributed by CMCHIS for 7 day package which includes surgery. Remaining $1180.40 are raised from other funding organization. Expenses include Travel, Shelter, Preparation, Extra stay(if needed)&follow-up. Impact is also studied. It is entirely free for Patients.Revolving fund pool $14755.00 to $ 73775.00 will be the final solution for all the problem.","Global Less privileged are neglected. If through fraternity, equality is established by funding,society is endowed with useful manpower. Self esteem is restored to the individual who, from school days  proves himself to his family & society.  Long term impact will be useful citizens to the country.  Impact study shows that society doesn't accept them as normal. Awareness that 90% post surgery become normal should disseminate to all. Donor gets satisfaction that his funds have restored lives.","Chennai, Tamilnadu - India",http://www.phc-mc.org/,https://www.facebook.com/PHC.MC/,"https://twitter.com/New No.174, Old No.114, Lake View Road, West Mamba"
https://www.globalgiving.org/projects/protect-20-disabled-children-in-kgf-from-starving/,Protect 20 disabled children in kgf from starving,Balajothi Centre for the Disabled,2109,20000,52,"This project is created to gather funds required to provide food provisions and necessities to currently identified 20 severely disabled and neglected children from very poor families in the defunct mining town of Kolar Gold Fields (kgf), Karnataka, India.","An unseen humanity survives among the abandoned mining town of Kolar Gold Fields with a  society full  of children with profound disabilities.  Most of them suffer from Cerebral Palsy, Mental Retardation, Epilepsy, Autism and  need lifelong care . These  children  have a single parent , mostly mother. As the child is severely disabled the mother cannot leave the child alone , in order to go to work. Hence, most of the time , the children are starving or at most  get only one meager meal a day.","Initially ,  we  had identified about 20 families in similar such circumstances , and we started providing  these children with monthly food provisions, which  included rice, wheat , oil , dal , sugar and other basic daily need items .  The average monthly cost for providing provisions to each child amounts to           USD 100 per month or $1200 per year.","The project will help sustain the lives of these poor disabled and neglected children and provide them with nutritious meals preventing malnutrition and sickness .  Will bring some amount of happiness through proper nourishment, to these otherwise poor and unhappy families.  Will bring some hope to the lives of these children and their families in despair.","Bangalore, Karnataka - India",http://www.balajothi.org,https://www.facebook.com/Balajothi-Center-for-the-Disabled,
https://www.globalgiving.org/projects/coaching-100-children-in-india/,Coaching 100 school children in studies in India,New Life,10899,14280,11,"Many children living in Trichy slums drop out of school before completing their education. This  project supports at risk students in grades 4-12 by giving them coaching classes. The classes give students the individual attention they lack at school & the guidance they lack at home. Specially trained teachers help students improve in subjects that are difficult for them, which are identified by tests. The students are also counseled to help them cope with emotional / psychological stress.","In Trichy slums, many individuals engage in criminal activity to earn a living because their socio-economic status and lack of education make it difficult for them to find other jobs. Children growing up in this environment are more prone to drop out of school and also engage in criminal activity because of the influence of community members as well as the need to earn money to support their families. This creates a cycle of delinquency and lack of education in these communities.","This project addresses this problem in several ways. First, it gives children role models who are not engaged in criminal activity and who motivate students to continue their education. Second, the classes help students to keep up with their course work so that they do not fall behind and become discouraged at school. Third, it provides students with counselors that help students cope with stress that might otherwise lead to them dropping out.","Shifting the focus of a community from criminal activity to being productive members of society takes a generational shift. By educating the children, and ensuring that they have the skills to take advantage of opportunities presented to them, New Life enables children from these communities to lift themselves and their families out of poverty. This project will affect two of the twelve slums that were identified by Trichy police as most prone to criminal activity for three years.","Somarasampettai, Trichirappalli - India",http://www.newlifemfi.org,https://www.facebook.com/pages/New-Life/17508882919,
https://www.globalgiving.org/projects/be-a-helping-hand-to-those-who-in-need-of-blood/,Be a helping hand to those who need of blood,Saurashtra Medical & Educational Charitable Trust,6904,35000,52,"Project 'Life' not-for- profit organization was incepted in 1978.This worldwide acclaimed humanitarian service organization is the result of 40 years of endeavour and dedicated service. Recognizing the need for this critical life-saving blood component Life Blood Centre managed by Saurashtra Medical and Educational Charitable Trust was established on 1981. It was the first blood bank in the entire Saurashtra region of Gujarat state, Western India. Our aim is to provide high quality safe blood.","1) Safe and quality blood should be available to under privileged patients from rural villages and poor people living below poverty line.    2) Safe and quality blood should be available to needy patients who are affected by blood diseases and blood disorder namely Thalassaemia, Haemophilia and  Sickle cell Anaemia.  3) Very difficult for the poor and under privileged families to provide blood transfusion  to their thalassaemic child for life long to sustain them..",1) It will provide safe and quality blood  to the under privileged and economically challenged patients.    2) It will be a life saving cause to the Thalassaemia patients who need repeated blood transfusion every month after months.   3) Doctor fraternity will be benefited.  4) Building a healthy nation.,1) Contributing to a lifesaving crusade by issuing free of charge quality blood units to the under privileged and economically challenged patients.     2) Benefiting the concern family from mental/emotional stress.   3) Relief to the blood disease and disorder patients who requires blood transfusion for long years to sustain their life.,"Rajkot, GUJARAT - India",http://www.life4life.org.in,https://www.facebook.com/999life,https://twitter.com/liferajkot
https://www.globalgiving.org/projects/save-snakebite-victims-in-india/,Save Lives of Snakebite Victims in Rural India,Tropical Institute of Ecological Sciences,5394,7500,66,"Snakebite kills 45,000 people annually in India - mostly simple village folk. Anjali Health Center (Pithora, Chhattisgarh) & Divya Chhaya Hospital (Subir, Gujarat) are very small primary level hospitals supporting over 6000 economically vulnerable tribal families. These hospitals treat more than 200 snakebite patients every year. TIES is providing them with adequate supplies of Anti Snake Venom (ASV), medical supplies for wound management, and snakebite management training for staff.",90% of rural India comprises tribal communities engaged in farming and fatal encounters with snakes are common. Local hospitals lack stock of ASV and/or personnel trained to handle snakebite cases. Lack of awareness about the medical consequences of envenomation also delays medical treatment. Lack of current data regarding snakes and snakebite occurrences makes this a low priority issue in administrative circles despite Million Death Study showing 45000 people die every year due to snakebite.,"The project will provide hospitals with a regular flow of ASV, medical supplies, life-support equipment, trainings on snakebite treatment and snake identification. Snakebite treatment experts in major cities have made themselves available over phone 24x7 to consult on complicated cases. Awareness campaigns by snake rescuers in community spaces around Pithora and Subir will educate villagers on snake behavior, simple measures to prevent snakebite and proper First Aid practices in case of a bite.",This project will save more than 100 lives every year in each of these two hospitals. 500 more lives will be impacted through awareness workshops and training sessions. The informal national level volunteer group responding to snake rescue calls has already mapped 5500 instances of human-snake conflict using a specially designed mobile app. Snakebite mapping is set to being in 2019. Data so generated will help clinicians and scientists understand snakebite dynamics across seasons and geography.,"Kottayam, Kerala - India",http://www.ties.org.in,https://www.facebook.com/ties.ktm,https://twitter.com/tiesktm
https://www.globalgiving.org/projects/media-literacy-for-rural-children-in-india/,Support Media Literacy for Kids in Rural India,Agastya International Foundation,24141,30000,66,"This program introduces underprivileged rural school children to the digital world providing them with a means for self-expression through alternative and fun learning methods. We teach media literacy skills to kids in the states of Karnataka and Andhra Pradesh. Exposing them to the forms of media and equipping them to create their own media enables them to communicate in insightful and imaginative ways. India's underprivileged youth, who often lack a voice, can share their unique experiences.","School education in rural India is divorced from strong arts and cultural components. This deprives students of channels for exploring their creativity and imagination. Moreover, children and community members are exposed to all kinds of information and media (word-of-mouth, mainstream etc.) without the ability to question and comprehend this information and thereby end up developing misinformed opinions. This in turn leaves these children open to exploitation.",Our facility is currently equipped with video cameras and computers. We would like to include activities on sound and film appreciation to expand the scope of the program. The program will benefit over 4500 children (ages 12-15) from Karnataka and Andhra Pradesh.,"For a rich and robust democracy, it is important for citizens (especially youth) to understand information and communicate in an engaging manner. The Media Arts and literacy program will instil in young learners an independent voice. It will allow them to explore the ways in which society communicates with them and equip learners to expertly convey their own impressions and thoughts. In doing so, these young citizens will become active participants of the debates that inform tomorrow's society.","Bangalore, Karnataka - India",http://www.agastya.org,https://www.facebook.com/Agastya.Foundation/,https://twitter.com/AgastyaSparks
https://www.globalgiving.org/projects/bass-india/,"Care and educate slum kids in Guntur, India",The Bharath Abhyudaya Seva Samithi,49409,75000,390,"This project  facilitate primary education, nutritive meal and health care to 150 children in 3 slums  of Guntur city.  Most of the families migrated and living in these slums are doing  as daily wage works in Guntur city and not able to their  child to  far expensive schools with their limited income. Most of the children are  out of schools due to lack of education facilities in the slums.   Therefore  this project ensures free education, meal and health care to the children and communities.",Most of the Children are out of schools due no educational opportunities and whole slum communities are sick due to no health care opportunities and not access any medical care in time.  Most of families are living under below poverty line and not able to send their children to long distance expensive private schools and also unable to check their health conditions even in emergency medical needs with their limited income. so communities are suffering without schools and health care in the slums,"To establish and strengthen an essential need of school facility in 3 slums to ensure primary education, skills training,  nutrition  and health care to 150 out of school at risk children and youth. And also provide mobile health awareness education and medical relief camps to the communities in 3 remote slums in Guntur. To ensure primary education to the children and health care to the children and their families in 3 slum communities .","150 at risk out of school children will access education and skills training and the communities will get health care in time to reduce sickness as well as improve best health practices in 3 slums. Child labor, out of schools children, malnutrition will be reduced and health conditions will improve. Community & government support and collaborations  will establish to ensure education to the all children and health care and health education to all the families in the slum communities.","Guntur, Andhra Pradesh - India",http://www.bass-india.com,,
https://www.globalgiving.org/projects/help-a-visually-challenged-secure-masters-degree/,Help a VisuallyChallenged to secure Master'sDegree,Indian Association for the Blind,1173,5000,167,"This project will help a visually challenged pursue Masters degree which helps him/her to make them independent.Even if a student completes his Bachelors, he is unable to pursue his Masters due to poor financial status.Your help will make him a role model for future generations.Indian Association for the Blind (IAB) is a non-profit started in 1985 by visually challenged activist, Late.Mr.S.M.A.Jinnah to give education, food and living to the visually challenged from rural areas","When only 5 % out of the four lakh children receive the right to education, a majority of them are deprived of it. The main reason for this is the lack of financial support at the right time and in most cases, also the illiteracy of the parents. Lack of conducive environment is another challenge one is faced with. The helping hand that you now extend to a student, will certainly make him reach great heights. You can act as a catalyst in his life and help him achieve his dreams.","Your support can help a visually impaired earn a Master's degree.Their dream of being educated will be fulfilled.Most of them are first generation learners and this will truly create a positive impact,not only in their lives but also in the lives of many who are in a similar situation.Your donation will benefit the students and in turn,the parents too.It will help in spreading the word to similar deserving candidates.Once a student secured the degree, he can get a job and support his family.","IAB provides education to a student from Grade 6 to Grade12. Following this, he is supported in pursuing his Bachelors degree. With your timely help, he can move on to secure a Masters degree. This will definitely help him go places and achieve his vision of having high standards of education and being employed. Apart from this, his future generations will know the need and the value of education. His standard of living will also improve, which will be useful to him and his family.","Madurai, Tamil Nadu - India",http://www.theiab.org,https://www.facebook.com/INDIAN.ASSOCIATION.FOR.THE.BLIND,
https://www.globalgiving.org/projects/save-1000-giant-trees-western-ghats-india/,Giant Trees for Climate Change Mitigation in India,Applied Environmental Research Foundation(AERF),11511,30000,180,"Large trees play a critical role in provisioning of economically important and climate regulating ecosystem services such as water, non-timber forest produce and carbon to millions of people in tropical countries of the world. In absence of clear conservation policy and poor understanding of their importance in supporting sustainable societies, these trees are facing imminent threat. The project will take measures to avoid indiscriminate felling of 1000 large trees in the Western Ghats of India","Deforestation is one of the major contributors to climate change. It has been observed that large trees are often the first targets for felling due to their economic value. However, a single giant tree supports the survival of 35 different flora & fauna. They are also primary carbon guzzlers of the forest. Our extensive carbon stock estimation studies in the Western Ghats of India indicated that giant trees sequester 50% more carbon than other trees arresting climate change more effectively.",Conservation of these Giant Trees is the first and easiest step towards mitigating Climate Change. a) Surveys will be carried out to map & select tree b) Incentives & conservation action will be discussed with owner c) Information boards and fences will be put up near trees selected for conservation d) Creating carbon sinks by bringing more and more Giant Trees under direct conservation e) Holistic impact assessment studies taking into consideration anthropogenic pressures.,"The project will significantly impact Climate Change and help conservation of rare species of plants, birds, mammals, insects, butterflies, reptiles & amphibians. This is because a single giant tree is an ecosystem in itself. Through your support, 1000+ marginal farmers will get direct benefits from conservation of giant trees. These trees will conserve perennial water streams, support pollination & sequester a large amount of carbon from air. We look forward to your patronage. Thank you!",Pune - India,,https://www.facebook.com/Applied-Environmental-Research-Foundation-147623015273588/,https://twitter.com/AERFConserve
https://www.globalgiving.org/projects/treat-severe-anemic-women-in-karnataka/,Treat 1000 severe anemic women in Karnataka,Amici Di Raoul Follereau (AIFO India),3681,10000,68,"Anemia is a condition in which people don't have enough healthy red blood cells to carry adequate oxygen to the body's tissues. District household survey in Ramnagara district in Karnataka by Government of India exposes 84.2% women, 82.6% of pregnant women were suffering from anemia. Unfortunately, most of them were not aware they are anemic and they need an intervention. This project intended to create awareness, detect and treat 1000 severe anemic women.","Despite considerable health facilities growth in India, anemia is largely undiagnosed and untreated.  Anemia adversely affects the health of infants, children, and women. Poverty, health and nutritional awareness are a major concern in this proposed area. Anemia in pregnant women leads to deliver a child with low birth weight, neurological and cognitive disabilities.","This project planned to 1. Detect and treat anemic women, 2 Increase the health and nutritional awareness and 3 Strengthen the self-help groups and village health and sanitation committee for sustainability.  Increased awareness about anemia will help them concentrate on nutritious food and reach the hospital to seek the medical treatment.","This project planned to strengthen the self-help groups and village health and sanitation committee for sustainability. These groups will promote the kitchen garden, nutritional awareness and awareness related to Government programmes like iron plus initiative. Beneficiaries of this project will also promote the importance of nutritional health.","Bangalore, Karnataka - India",http://aifoindia.org/,https://www.facebook.com/INDIAAIFO,https://twitter.com/aifoindia
https://www.globalgiving.org/projects/empower-40-orphan-children-with-computer-skill-training/,Empower 40 Orphans with Computer Skills Training,Sai Educational Rural & Urban Development Society (SERUDS),4121,6900,19,"This program providing computer skills training through skilled trainer to 40 abandoned orphan children in Joy Home Orphanage. Training in basic computer skills provides essential job-related skills and empowers orphans, Street Children through this innovative program. Data entry typing & Desktop Publishing to give job security & self employment opportunity to destitute children and a secured life to them. Computer competency or proficiency is a vital skill in today's computer connected society.","The Orphan, Street Children are having no skills on computers. Through this training, unemployed youths and school dropouts will be able to become productively engaged and better qualified to obtain jobs that were previously unqualified for. There is a dire need for this form of innovative training, available principally at commercial prices, beyond their reach. This helps to the technological training that is so crucial to the development of 21st century leadership skills.","Seruds Orphanage providing technical skills in computers and to train orphan children in computer fundamentals, usage of computer, Desktop publishing (DTP), Letter typing, font selection, paintings, communication skills etc, in turn, this training will provide job opportunity & self employment to orphan, street children. This provision will make this orphans to overcome the difficulties and succeed in life. This computer skills training helps along with academics in their bright future.","Skills Training is conducting along with academics to abandoned orphans, street children in computer related job oriented courses which are the revolution in today's world. 40 abandoned orphan, street children in our area are training in computers with advanced techniques. We need to help them acquire computer education and become good professionals in their career. These children teach learned skills to other destitute children. They are empowered to take their place in society.","KURNOOL, ANDHRA PRADESH - India",http://www.serudsindia.org,,
https://www.globalgiving.org/projects/place-a-brick-to-foundation-of-education-for-blind/,Place a Brick to Foundation of Education for Blind,Divya Jyothi Charitable Trust,339,655176,15,Help us place a brick in the foundation for providing a bright future to visually challenged people  We are requesting capital funding from GGP for the construction of building for blind students and the number of direct beneficiaries are around 250 students and indirect beneficiaries are around 5000 students from all over Karnataka.,"Currently we are running the training center, and hostel in two separate rented premises, separated by 16 km. The training center also houses our Braille transcription and printing center and Braille library.  We are providing food, education and books to students with the help of donors. We want to enhance our capacity. we need to construct our own building to carry out our activities on large scale so that the life of  more visually challenged people can be improved",We will be shifting our facilities from the existing rented premises so that we could enhance our capacity to train more number of visually challenged students and provide them hostel facilities and help them lead a better life.By the construction of building for blind students the number of direct beneficiaries are around 250 students and indirect beneficiaries are around 5000 students from all over Karnataka.,"Enabling the visually challenged person to get job, to stand on their feet, to lead comfortable life; to build confidence in them and also provide accommodation facility and take care of them until they settle in their profile.  Accommodating more than 250 students once a year.    Starting with the keyboard skills, all required basic computer skills will be  imparted to the visually challenged;  Training is from the SKILLED instructors  Providing hygienic bathrooms.  Providing healthy","Mysore, Karnataka - India",http://www.divyajyothitrust.org,https://www.facebook.com/divyajyothicharitabletrust,
https://www.globalgiving.org/projects/give-a-sewing-machine-to-a-mom-in-india/,Give a sewing machine to a mom in India,India Partners,6349,7000,105,"This project will train 140 poor women in India and teach them valuable sewing skills. It will also provide each woman with her own treadle sewing machine, allowing her to earn a living from home to support her family.","In India, more than 50 percent of women are illiterate. Living in poverty with a limited education greatly hinders these women from finding quality jobs to support their families. They are often at risk of being trapped in dehumanizing professions (like the sex trade) in order to feed their children. This project will empower poor women in rural villages with valuable sewing skills and a sewing machine so they can earn a respectable living and help their families.","The women will attend a tailoring school and receive six months of training, where they will develop their sewing skills and learn about basic business practices. Once a woman graduates from the tailoring program, she will receive her own treadle (foot powered) sewing machine. She will be able to start her own tailoring business from home and earn a daily income that can provide food and basic necessities for the whole family.","The project will empower 140 women each year with sewing skills and provide them with a sewing machine to start their own self-sustaining tailoring business. These women, who are often poor mothers and widows, will have an opportunity to use their skills to rise out of poverty and work toward a promising future for themselves and their families.","Eugene, OR - USA",http://www.indiapartners.org/,https://www.facebook.com/IndiaPartners,https://twitter.com/IndiaPartners
https://www.globalgiving.org/projects/stop-child-sexual-abuse-in-india-through-education/,STOP Child Sexual Abuse in India through Education,DIL SE,3934,5500,62,"Child Advocacy Centre (CAC)  based in Kochi, Kerala offers support (legal, counseling / therapeutic) and specialized assistance to children and teenagers who have been victims of child sexual abuse, and help their families to cope. CAC runs awareness programmes in schools as one of the foremost means to help in the eradication of child sexual abuse in the Kochi area. We give training to police, community workers and other organizations as well as doing public awareness campaigns.","In India 1 in every 5 children, both boys and girls, is sexually abused before the age of 18 across all social and economic classes. 90% of the abusers are known to the child and often trusted by the family... fathers, cousins, neighbors, teachers etc. Most often children can't disclose because they are either scared that they will not be believed or full of shame.  As adults, we need to accept that child sexual abuse happens and we need to start protecting our children by educating ourselves.","We believe the solution to the problem is to bring an awareness of the issue to the public, while educating parents, educators, and children. AWARENESS: We have initiated the development of a 60-second animation video to be shown in cinemas, which will allow the public to understand the number of children affected by sexual abuse.  EDUCATION: We have prepared a Personal Safety Workbook (8-11yrs) in which we discuss private body parts, safe and unsafe touch, assertiveness and secrets.","We have already had reports of child sexual abuse come to light through our awareness presentations to parents and teachers in some of the local schools. When adults start to listen and believe, children feel they have someone in who they can confide.  In this way, we may be able to stop many more children from suffering. If in addition to stopping existing abuse, we could avoid it happening in the first place that would obviously be best. Through empowering children we believe we can do this!","Kochi, Kerala - India",http://www.dilseindia.org,https://www.facebook.com/childadvocacycentrekochi/,
